"","calories","protein","fat","sodium","fiber","carbo","sugars","potass","vitamins","shelf","weight","cups","rating","fit.cluster"
"1",-1.89298355114522,1.32860711987003,-0.0129034943523126,-0.353984399333639,3.29284660896085,-2.2707483327637,-0.211417289591053,2.58095641151551,-0.145317219515878,0.951573404395836,-0.196777108910897,-2.11003398524926,1.83218758313523,5
"2",0.673208938963615,0.415189724959384,3.96137276616001,-1.72577076961783,-0.0637536080172794,-1.56190662348206,0.240780802034255,0.545901444384813,-1.26425980978814,0.951573404395836,-0.196777108910897,0.76901000573221,-0.618057060362269,3
"3",-1.89298355114522,1.32860711987003,-0.0129034943523126,1.19673062794414,2.87327158183858,-1.7981871932426,-0.437516335403707,3.14235088520674,-0.145317219515878,0.951573404395836,-0.196777108910897,-2.11003398524926,1.19309856291389,5
"4",-2.91946054718875,1.32860711987003,-1.00647255948039,-0.234698628004579,4.97114671744991,-1.56190662348206,-1.56801156446698,3.28269950362955,-0.145317219515878,0.951573404395836,-0.196777108910897,-1.37953028604501,3.63338491463339,5
"5",0.159970440941849,-0.498227669951261,0.980665570775767,0.481015999969781,-0.483328635139545,-0.144223204918775,0.240780802034255,-1.34880490432308,-0.145317219515878,0.951573404395836,-0.196777108910897,-0.3052601401564,-0.589498951582815,2
"6",0.159970440941849,-0.498227669951261,0.980665570775767,0.242444457311661,-0.273541121578412,-0.971205199080689,0.692978893659563,-0.366364575363431,-0.145317219515878,-1.45075945260349,-0.196777108910897,-0.3052601401564,-0.936562508753182,2
"7",0.159970440941849,-0.498227669951261,-1.00647255948039,-0.413627284998169,-0.483328635139545,-0.853064914200415,1.59737507691018,-0.927759049054658,-0.145317219515878,-0.249593024103826,-0.196777108910897,0.76901000573221,-0.675689890068362,4
"8",1.18644743698538,0.415189724959384,0.980665570775767,0.600301771298841,-0.0637536080172794,0.800899074123411,0.240780802034255,0.0546812799049896,-0.145317219515878,0.951573404395836,1.99625198645133,-0.3052601401564,-0.40058569946621,3
"9",-0.866506555101683,-0.498227669951261,-0.0129034943523126,0.481015999969781,0.775396446227252,0.0920573648417714,-0.211417289591053,0.405552825962006,-0.145317219515878,-1.45075945260349,-0.196777108910897,-0.649026586840754,0.459487103222364,2
"10",-0.866506555101683,0.415189724959384,-1.00647255948039,0.600301771298841,1.19497147334952,-0.380503774679322,-0.437516335403707,1.31781884571025,-0.145317219515878,0.951573404395836,-0.196777108910897,-0.649026586840754,0.75801873281318,5
